branch_file,kind,top_left_x,top_left_y,center_x,center_y,width,height,right,bottom,score
s_2hAxe_branch_0.png,road_tb,61,104,62.0,104.0,3,1,63,104,3
s_2hAxe_branch_0.png,road_tb,99,104,100.0,104.0,3,1,101,104,3
s_2hAxe_branch_0.png,road_tb,137,104,138.0,104.0,3,1,139,104,3
s_2hAxe_branch_0.png,road_tb,23,105,24.0,105.0,3,1,25,105,3
s_2hAxe_branch_0.png,road_tb,61,105,62.0,105.0,3,1,63,105,3
s_2hAxe_branch_0.png,road_tb,99,105,100.0,105.0,3,1,101,105,3
s_2hAxe_branch_0.png,road_tb,137,105,138.0,105.0,3,1,139,105,3
s_2hAxe_branch_0.png,road_tb,23,106,24.0,106.0,3,1,25,106,3
s_2hAxe_branch_0.png,road_tb,61,106,62.0,106.0,3,1,63,106,3
s_2hAxe_branch_0.png,road_tb,99,106,100.0,106.0,3,1,101,106,3
s_2hAxe_branch_0.png,road_tb,137,106,138.0,106.0,3,1,139,106,3
s_2hAxe_branch_0.png,road_tb,23,107,24.0,107.0,3,1,25,107,3
s_2hAxe_branch_0.png,road_tb,61,107,62.0,107.0,3,1,63,107,3
s_2hAxe_branch_0.png,road_tb,99,107,100.0,107.0,3,1,101,107,3
s_2hAxe_branch_0.png,road_tb,137,107,138.0,107.0,3,1,139,107,3
s_2hAxe_branch_0.png,road_tb,23,108,24.0,108.0,3,1,25,108,3
s_2hAxe_branch_0.png,road_tb,61,108,62.0,108.0,3,1,63,108,3
s_2hAxe_branch_0.png,road_tb,99,108,100.0,108.0,3,1,101,108,3
s_2hAxe_branch_0.png,road_tb,137,108,138.0,108.0,3,1,139,108,3
s_2hAxe_branch_0.png,road_tb,23,109,24.0,109.0,3,1,25,109,3
s_2hAxe_branch_0.png,road_tb,61,109,62.0,109.0,3,1,63,109,3
s_2hAxe_branch_0.png,road_tb,99,109,100.0,109.0,3,1,101,109,3
s_2hAxe_branch_0.png,road_tb,137,109,138.0,109.0,3,1,139,109,3
s_2hAxe_branch_0.png,road_tb,23,110,24.0,110.0,3,1,25,110,3
s_2hAxe_branch_0.png,road_tb,61,110,62.0,110.0,3,1,63,110,3
s_2hAxe_branch_0.png,road_tb,99,110,100.0,110.0,3,1,101,110,3
s_2hAxe_branch_0.png,road_tb,137,110,138.0,110.0,3,1,139,110,3
s_2hAxe_branch_0.png,road_tb,23,111,24.0,111.0,3,1,25,111,3
s_2hAxe_branch_0.png,road_tb,61,111,62.0,111.0,3,1,63,111,3
s_2hAxe_branch_0.png,road_tb,99,111,100.0,111.0,3,1,101,111,3
s_2hAxe_branch_0.png,road_tb,137,111,138.0,111.0,3,1,139,111,3
s_2hAxe_branch_0.png,road_tb,23,112,24.0,112.0,3,1,25,112,3
s_2hAxe_branch_0.png,road_tb,61,112,62.0,112.0,3,1,63,112,3
s_2hAxe_branch_0.png,road_tb,99,112,100.0,112.0,3,1,101,112,3
s_2hAxe_branch_0.png,road_tb,137,112,138.0,112.0,3,1,139,112,3
s_2hAxe_branch_0.png,road_tb,23,143,24.0,143.0,3,1,25,143,3
s_2hAxe_branch_0.png,road_tb,61,143,62.0,143.0,3,1,63,143,3
s_2hAxe_branch_0.png,road_tb,99,143,100.0,143.0,3,1,101,143,3
s_2hAxe_branch_0.png,road_tb,137,143,138.0,143.0,3,1,139,143,3
s_2hAxe_branch_0.png,road_tb,23,144,24.0,144.0,3,1,25,144,3
s_2hAxe_branch_0.png,road_tb,61,144,62.0,144.0,3,1,63,144,3
s_2hAxe_branch_0.png,road_tb,99,144,100.0,144.0,3,1,101,144,3
s_2hAxe_branch_0.png,road_tb,137,144,138.0,144.0,3,1,139,144,3
s_2hAxe_branch_0.png,road_tb,23,145,24.0,145.0,3,1,25,145,3
s_2hAxe_branch_0.png,road_tb,61,145,62.0,145.0,3,1,63,145,3
s_2hAxe_branch_0.png,road_tb,99,145,100.0,145.0,3,1,101,145,3
s_2hAxe_branch_0.png,road_tb,137,145,138.0,145.0,3,1,139,145,3
s_2hAxe_branch_0.png,road_tb,23,146,24.0,146.0,3,1,25,146,3
s_2hAxe_branch_0.png,road_tb,61,146,62.0,146.0,3,1,63,146,3
s_2hAxe_branch_0.png,road_tb,99,146,100.0,146.0,3,1,101,146,3
s_2hAxe_branch_0.png,road_tb,137,146,138.0,146.0,3,1,139,146,3
s_2hAxe_branch_0.png,road_tb,23,147,24.0,147.0,3,1,25,147,3
s_2hAxe_branch_0.png,road_tb,61,147,62.0,147.0,3,1,63,147,3
s_2hAxe_branch_0.png,road_tb,99,147,100.0,147.0,3,1,101,147,3
s_2hAxe_branch_0.png,road_tb,137,147,138.0,147.0,3,1,139,147,3
s_2hAxe_branch_0.png,road_tb,23,148,24.0,148.0,3,1,25,148,3
s_2hAxe_branch_0.png,road_tb,61,148,62.0,148.0,3,1,63,148,3
s_2hAxe_branch_0.png,road_tb,99,148,100.0,148.0,3,1,101,148,3
s_2hAxe_branch_0.png,road_tb,137,148,138.0,148.0,3,1,139,148,3
s_2hAxe_branch_0.png,road_tb,23,149,24.0,149.0,3,1,25,149,3
s_2hAxe_branch_0.png,road_tb,61,149,62.0,149.0,3,1,63,149,3
s_2hAxe_branch_0.png,road_tb,99,149,100.0,149.0,3,1,101,149,3
s_2hAxe_branch_0.png,road_tb,137,149,138.0,149.0,3,1,139,149,3
s_2hAxe_branch_0.png,road_tb,23,150,24.0,150.0,3,1,25,150,3
s_2hAxe_branch_0.png,road_tb,61,150,62.0,150.0,3,1,63,150,3
s_2hAxe_branch_0.png,road_tb,99,150,100.0,150.0,3,1,101,150,3
s_2hAxe_branch_0.png,road_tb,137,150,138.0,150.0,3,1,139,150,3
s_2hAxe_branch_0.png,road_tb,23,151,24.0,151.0,3,1,25,151,3
s_2hAxe_branch_0.png,road_tb,61,151,62.0,151.0,3,1,63,151,3
s_2hAxe_branch_0.png,road_tb,99,151,100.0,151.0,3,1,101,151,3
s_2hAxe_branch_0.png,road_tb,137,151,138.0,151.0,3,1,139,151,3
s_2hAxe_branch_0.png,road_tb,23,152,24.0,152.0,3,1,25,152,3
s_2hAxe_branch_0.png,road_tb,61,152,62.0,152.0,3,1,63,152,3
s_2hAxe_branch_0.png,road_tb,99,152,100.0,152.0,3,1,101,152,3
s_2hAxe_branch_0.png,road_tb,137,152,138.0,152.0,3,1,139,152,3
s_2hAxe_branch_0.png,road_tb,23,153,24.0,153.0,3,1,25,153,3
s_2hAxe_branch_0.png,road_tb,61,153,62.0,153.0,3,1,63,153,3
s_2hAxe_branch_0.png,road_tb,99,153,100.0,153.0,3,1,101,153,3
s_2hAxe_branch_0.png,road_tb,137,153,138.0,153.0,3,1,139,153,3
s_2hAxe_branch_0.png,road_tb,23,154,24.0,154.0,3,1,25,154,3
s_2hAxe_branch_0.png,road_tb,61,154,62.0,154.0,3,1,63,154,3
s_2hAxe_branch_0.png,road_tb,99,154,100.0,154.0,3,1,101,154,3
s_2hAxe_branch_0.png,road_tb,137,154,138.0,154.0,3,1,139,154,3
s_2hAxe_branch_0.png,road_tb,23,155,24.0,155.0,3,1,25,155,3
s_2hAxe_branch_0.png,road_tb,61,155,62.0,155.0,3,1,63,155,3
s_2hAxe_branch_0.png,road_tb,99,155,100.0,155.0,3,1,101,155,3
s_2hAxe_branch_0.png,road_tb,137,155,138.0,155.0,3,1,139,155,3
s_2hAxe_branch_0.png,road_tb,23,156,24.0,156.0,3,1,25,156,3
s_2hAxe_branch_0.png,road_tb,61,156,62.0,156.0,3,1,63,156,3
s_2hAxe_branch_0.png,road_tb,99,156,100.0,156.0,3,1,101,156,3
s_2hAxe_branch_0.png,road_tb,137,156,138.0,156.0,3,1,139,156,3
s_2hAxe_branch_0.png,road_tb,23,157,24.0,157.0,3,1,25,157,3
s_2hAxe_branch_0.png,road_tb,61,157,62.0,157.0,3,1,63,157,3
s_2hAxe_branch_0.png,road_tb,99,157,100.0,157.0,3,1,101,157,3
s_2hAxe_branch_0.png,road_tb,137,157,138.0,157.0,3,1,139,157,3
s_2hAxe_branch_0.png,road_tb,23,158,24.0,158.0,3,1,25,158,3
s_2hAxe_branch_0.png,road_tb,61,158,62.0,158.0,3,1,63,158,3
s_2hAxe_branch_0.png,road_tb,99,158,100.0,158.0,3,1,101,158,3
s_2hAxe_branch_0.png,road_tb,137,158,138.0,158.0,3,1,139,158,3
s_2hAxe_branch_0.png,road_tb,23,159,24.0,159.0,3,1,25,159,3
s_2hAxe_branch_0.png,road_tb,61,159,62.0,159.0,3,1,63,159,3
s_2hAxe_branch_0.png,road_tb,99,159,100.0,159.0,3,1,101,159,3
s_2hAxe_branch_0.png,road_tb,137,159,138.0,159.0,3,1,139,159,3
s_2hAxe_branch_0.png,road_tb,23,160,24.0,160.0,3,1,25,160,3
s_2hAxe_branch_0.png,road_tb,61,160,62.0,160.0,3,1,63,160,3
s_2hAxe_branch_0.png,road_tb,99,160,100.0,160.0,3,1,101,160,3
s_2hAxe_branch_0.png,road_tb,137,160,138.0,160.0,3,1,139,160,3
s_2hAxe_branch_0.png,road_tb,23,161,24.0,161.0,3,1,25,161,3
s_2hAxe_branch_0.png,road_tb,61,161,62.0,161.0,3,1,63,161,3
s_2hAxe_branch_0.png,road_tb,99,161,100.0,161.0,3,1,101,161,3
s_2hAxe_branch_0.png,road_tb,137,161,138.0,161.0,3,1,139,161,3
s_2hAxe_branch_0.png,road_tb,23,162,24.0,162.0,3,1,25,162,3
s_2hAxe_branch_0.png,road_tb,137,162,138.0,162.0,3,1,139,162,3
s_2hAxe_branch_0.png,road_tb,23,163,24.0,163.0,3,1,25,163,3
s_2hAxe_branch_0.png,road_tb,137,163,138.0,163.0,3,1,139,163,3
s_2hAxe_branch_0.png,road_tb,23,164,24.0,164.0,3,1,25,164,3
s_2hAxe_branch_0.png,road_tb,137,164,138.0,164.0,3,1,139,164,3
s_2hAxe_branch_0.png,road_tb,23,165,24.0,165.0,3,1,25,165,3
s_2hAxe_branch_0.png,road_tb,137,165,138.0,165.0,3,1,139,165,3
s_2hAxe_branch_0.png,road_tb,23,166,24.0,166.0,3,1,25,166,3
s_2hAxe_branch_0.png,road_tb,137,166,138.0,166.0,3,1,139,166,3
s_2hAxe_branch_0.png,road_tb,23,167,24.0,167.0,3,1,25,167,3
s_2hAxe_branch_0.png,road_tb,137,167,138.0,167.0,3,1,139,167,3
s_2hAxe_branch_0.png,road_tb,23,168,24.0,168.0,3,1,25,168,3
s_2hAxe_branch_0.png,road_tb,80,168,81.0,168.0,3,1,82,168,3
s_2hAxe_branch_0.png,road_tb,137,168,138.0,168.0,3,1,139,168,3
s_2hAxe_branch_0.png,road_tb,23,169,24.0,169.0,3,1,25,169,3
s_2hAxe_branch_0.png,road_tb,80,169,81.0,169.0,3,1,82,169,3
s_2hAxe_branch_0.png,road_tb,137,169,138.0,169.0,3,1,139,169,3
s_2hAxe_branch_0.png,road_tb,23,170,24.0,170.0,3,1,25,170,3
s_2hAxe_branch_0.png,road_tb,80,170,81.0,170.0,3,1,82,170,3
s_2hAxe_branch_0.png,road_tb,137,170,138.0,170.0,3,1,139,170,3
s_2hAxe_branch_0.png,road_tb,23,171,24.0,171.0,3,1,25,171,3
s_2hAxe_branch_0.png,road_tb,80,171,81.0,171.0,3,1,82,171,3
s_2hAxe_branch_0.png,road_tb,137,171,138.0,171.0,3,1,139,171,3
s_2hAxe_branch_0.png,road_tb,23,172,24.0,172.0,3,1,25,172,3
s_2hAxe_branch_0.png,road_tb,80,172,81.0,172.0,3,1,82,172,3
s_2hAxe_branch_0.png,road_tb,137,172,138.0,172.0,3,1,139,172,3
s_2hAxe_branch_0.png,road_tb,23,173,24.0,173.0,3,1,25,173,3
s_2hAxe_branch_0.png,road_tb,80,173,81.0,173.0,3,1,82,173,3
s_2hAxe_branch_0.png,road_tb,137,173,138.0,173.0,3,1,139,173,3
s_2hAxe_branch_0.png,road_tb,23,174,24.0,174.0,3,1,25,174,3
s_2hAxe_branch_0.png,road_tb,80,174,81.0,174.0,3,1,82,174,3
s_2hAxe_branch_0.png,road_tb,137,174,138.0,174.0,3,1,139,174,3
s_2hAxe_branch_0.png,road_tb,23,175,24.0,175.0,3,1,25,175,3
s_2hAxe_branch_0.png,road_tb,80,175,81.0,175.0,3,1,82,175,3
s_2hAxe_branch_0.png,road_tb,137,175,138.0,175.0,3,1,139,175,3
s_2hAxe_branch_0.png,road_tb,23,176,24.0,176.0,3,1,25,176,3
s_2hAxe_branch_0.png,road_tb,80,176,81.0,176.0,3,1,82,176,3
s_2hAxe_branch_0.png,road_tb,137,176,138.0,176.0,3,1,139,176,3
s_2hAxe_branch_0.png,road_tb,23,177,24.0,177.0,3,1,25,177,3
s_2hAxe_branch_0.png,road_tb,80,177,81.0,177.0,3,1,82,177,3
s_2hAxe_branch_0.png,road_tb,137,177,138.0,177.0,3,1,139,177,3
s_2hAxe_branch_0.png,road_tb,23,178,24.0,178.0,3,1,25,178,3
s_2hAxe_branch_0.png,road_tb,80,178,81.0,178.0,3,1,82,178,3
s_2hAxe_branch_0.png,road_tb,137,178,138.0,178.0,3,1,139,178,3
s_2hAxe_branch_0.png,road_tb,23,179,24.0,179.0,3,1,25,179,3
s_2hAxe_branch_0.png,road_tb,80,179,81.0,179.0,3,1,82,179,3
s_2hAxe_branch_0.png,road_tb,137,179,138.0,179.0,3,1,139,179,3
s_2hAxe_branch_0.png,road_tb,23,180,24.0,180.0,3,1,25,180,3
s_2hAxe_branch_0.png,road_tb,80,180,81.0,180.0,3,1,82,180,3
s_2hAxe_branch_0.png,road_tb,137,180,138.0,180.0,3,1,139,180,3
s_2hAxe_branch_0.png,road_tb,23,181,24.0,181.0,3,1,25,181,3
s_2hAxe_branch_0.png,road_tb,80,181,81.0,181.0,3,1,82,181,3
s_2hAxe_branch_0.png,road_tb,137,181,138.0,181.0,3,1,139,181,3
s_2hAxe_branch_0.png,road_tb,23,182,24.0,182.0,3,1,25,182,3
s_2hAxe_branch_0.png,road_tb,80,182,81.0,182.0,3,1,82,182,3
s_2hAxe_branch_0.png,road_tb,137,182,138.0,182.0,3,1,139,182,3
s_2hAxe_branch_0.png,road_tb,23,183,24.0,183.0,3,1,25,183,3
s_2hAxe_branch_0.png,road_tb,80,183,81.0,183.0,3,1,82,183,3
s_2hAxe_branch_0.png,road_tb,137,183,138.0,183.0,3,1,139,183,3
s_2hAxe_branch_0.png,road_tb,23,184,24.0,184.0,3,1,25,184,3
s_2hAxe_branch_0.png,road_tb,80,184,81.0,184.0,3,1,82,184,3
s_2hAxe_branch_0.png,road_tb,137,184,138.0,184.0,3,1,139,184,3
s_2hAxe_branch_0.png,road_tb,23,185,24.0,185.0,3,1,25,185,3
s_2hAxe_branch_0.png,road_tb,80,185,81.0,185.0,3,1,82,185,3
s_2hAxe_branch_0.png,road_tb,137,185,138.0,185.0,3,1,139,185,3
s_2hMace_branch_0.png,road_tb,23,70,24.0,70.0,3,1,25,70,3
s_2hMace_branch_0.png,road_tb,61,70,62.0,70.0,3,1,63,70,3
s_2hMace_branch_0.png,road_tb,99,70,100.0,70.0,3,1,101,70,3
s_2hMace_branch_0.png,road_tb,137,70,138.0,70.0,3,1,139,70,3
s_2hMace_branch_0.png,road_tb,23,71,24.0,71.0,3,1,25,71,3
s_2hMace_branch_0.png,road_tb,61,71,62.0,71.0,3,1,63,71,3
s_2hMace_branch_0.png,road_tb,99,71,100.0,71.0,3,1,101,71,3
s_2hMace_branch_0.png,road_tb,137,71,138.0,71.0,3,1,139,71,3
s_2hMace_branch_0.png,road_tb,23,72,24.0,72.0,3,1,25,72,3
s_2hMace_branch_0.png,road_tb,61,72,62.0,72.0,3,1,63,72,3
s_2hMace_branch_0.png,road_tb,99,72,100.0,72.0,3,1,101,72,3
s_2hMace_branch_0.png,road_tb,137,72,138.0,72.0,3,1,139,72,3
s_2hMace_branch_0.png,road_tb,23,73,24.0,73.0,3,1,25,73,3
s_2hMace_branch_0.png,road_tb,61,73,62.0,73.0,3,1,63,73,3
s_2hMace_branch_0.png,road_tb,99,73,100.0,73.0,3,1,101,73,3
s_2hMace_branch_0.png,road_tb,137,73,138.0,73.0,3,1,139,73,3
s_2hMace_branch_0.png,road_tb,23,74,24.0,74.0,3,1,25,74,3
s_2hMace_branch_0.png,road_tb,61,74,62.0,74.0,3,1,63,74,3
s_2hMace_branch_0.png,road_tb,99,74,100.0,74.0,3,1,101,74,3
s_2hMace_branch_0.png,road_tb,137,74,138.0,74.0,3,1,139,74,3
s_2hMace_branch_0.png,road_tb,23,75,24.0,75.0,3,1,25,75,3
s_2hMace_branch_0.png,road_tb,61,75,62.0,75.0,3,1,63,75,3
s_2hMace_branch_0.png,road_tb,99,75,100.0,75.0,3,1,101,75,3
s_2hMace_branch_0.png,road_tb,137,75,138.0,75.0,3,1,139,75,3
s_2hMace_branch_0.png,road_tb,23,76,24.0,76.0,3,1,25,76,3
s_2hMace_branch_0.png,road_tb,61,76,62.0,76.0,3,1,63,76,3
s_2hMace_branch_0.png,road_tb,99,76,100.0,76.0,3,1,101,76,3
s_2hMace_branch_0.png,road_tb,137,76,138.0,76.0,3,1,139,76,3
s_2hMace_branch_0.png,road_tb,23,77,24.0,77.0,3,1,25,77,3
s_2hMace_branch_0.png,road_tb,61,77,62.0,77.0,3,1,63,77,3
s_2hMace_branch_0.png,road_tb,99,77,100.0,77.0,3,1,101,77,3
s_2hMace_branch_0.png,road_tb,137,77,138.0,77.0,3,1,139,77,3
s_2hMace_branch_0.png,road_tb,23,78,24.0,78.0,3,1,25,78,3
s_2hMace_branch_0.png,road_tb,61,78,62.0,78.0,3,1,63,78,3
s_2hMace_branch_0.png,road_tb,99,78,100.0,78.0,3,1,101,78,3
s_2hMace_branch_0.png,road_tb,137,78,138.0,78.0,3,1,139,78,3
s_2hMace_branch_0.png,road_tb,23,79,24.0,79.0,3,1,25,79,3
s_2hMace_branch_0.png,road_tb,61,79,62.0,79.0,3,1,63,79,3
s_2hMace_branch_0.png,road_tb,99,79,100.0,79.0,3,1,101,79,3
s_2hMace_branch_0.png,road_tb,137,79,138.0,79.0,3,1,139,79,3
s_2hMace_branch_0.png,road_tb,23,80,24.0,80.0,3,1,25,80,3
s_2hMace_branch_0.png,road_tb,61,80,62.0,80.0,3,1,63,80,3
s_2hMace_branch_0.png,road_tb,99,80,100.0,80.0,3,1,101,80,3
s_2hMace_branch_0.png,road_tb,137,80,138.0,80.0,3,1,139,80,3
s_2hMace_branch_0.png,road_tb,23,81,24.0,81.0,3,1,25,81,3
s_2hMace_branch_0.png,road_tb,61,81,62.0,81.0,3,1,63,81,3
s_2hMace_branch_0.png,road_tb,99,81,100.0,81.0,3,1,101,81,3
s_2hMace_branch_0.png,road_tb,137,81,138.0,81.0,3,1,139,81,3
s_2hMace_branch_0.png,road_tb,23,82,24.0,82.0,3,1,25,82,3
s_2hMace_branch_0.png,road_tb,61,82,62.0,82.0,3,1,63,82,3
s_2hMace_branch_0.png,road_tb,99,82,100.0,82.0,3,1,101,82,3
s_2hMace_branch_0.png,road_tb,137,82,138.0,82.0,3,1,139,82,3
s_2hMace_branch_0.png,road_tb,23,83,24.0,83.0,3,1,25,83,3
s_2hMace_branch_0.png,road_tb,61,83,62.0,83.0,3,1,63,83,3
s_2hMace_branch_0.png,road_tb,99,83,100.0,83.0,3,1,101,83,3
s_2hMace_branch_0.png,road_tb,137,83,138.0,83.0,3,1,139,83,3
s_2hMace_branch_0.png,road_tb,23,84,24.0,84.0,3,1,25,84,3
s_2hMace_branch_0.png,road_tb,61,84,62.0,84.0,3,1,63,84,3
s_2hMace_branch_0.png,road_tb,99,84,100.0,84.0,3,1,101,84,3
s_2hMace_branch_0.png,road_tb,137,84,138.0,84.0,3,1,139,84,3
s_2hMace_branch_0.png,road_tb,23,85,24.0,85.0,3,1,25,85,3
s_2hMace_branch_0.png,road_tb,61,85,62.0,85.0,3,1,63,85,3
s_2hMace_branch_0.png,road_tb,99,85,100.0,85.0,3,1,101,85,3
s_2hMace_branch_0.png,road_tb,137,85,138.0,85.0,3,1,139,85,3
s_2hMace_branch_0.png,road_tb,23,86,24.0,86.0,3,1,25,86,3
s_2hMace_branch_0.png,road_tb,61,86,62.0,86.0,3,1,63,86,3
s_2hMace_branch_0.png,road_tb,99,86,100.0,86.0,3,1,101,86,3
s_2hMace_branch_0.png,road_tb,137,86,138.0,86.0,3,1,139,86,3
s_2hMace_branch_0.png,road_tb,80,93,81.0,93.0,3,1,82,93,3
s_2hMace_branch_0.png,road_tb,80,94,81.0,94.0,3,1,82,94,3
s_2hMace_branch_0.png,road_tb,80,95,81.0,95.0,3,1,82,95,3
s_2hMace_branch_0.png,road_tb,80,96,81.0,96.0,3,1,82,96,3
s_2hMace_branch_0.png,road_tb,80,97,81.0,97.0,3,1,82,97,3
s_2hMace_branch_0.png,road_tb,80,100,81.0,100.0,3,1,82,100,3
s_2hMace_branch_0.png,road_tb,80,101,81.0,101.0,3,1,82,101,3
s_2hMace_branch_0.png,road_tb,42,102,43.0,102.0,3,1,44,102,3
s_2hMace_branch_0.png,road_tb,80,102,81.0,102.0,3,1,82,102,3
s_2hMace_branch_0.png,road_tb,118,102,119.0,102.0,3,1,120,102,3
s_2hMace_branch_0.png,road_tb,42,103,43.0,103.0,3,1,44,103,3
s_2hMace_branch_0.png,road_tb,80,103,81.0,103.0,3,1,82,103,3
s_2hMace_branch_0.png,road_tb,118,103,119.0,103.0,3,1,120,103,3
s_2hMace_branch_0.png,road_tb,42,104,43.0,104.0,3,1,44,104,3
s_2hMace_branch_0.png,road_tb,80,104,81.0,104.0,3,1,82,104,3
s_2hMace_branch_0.png,road_tb,118,104,119.0,104.0,3,1,120,104,3
s_2hMace_branch_0.png,road_tb,42,105,43.0,105.0,3,1,44,105,3
s_2hMace_branch_0.png,road_tb,80,105,81.0,105.0,3,1,82,105,3
s_2hMace_branch_0.png,road_tb,118,105,119.0,105.0,3,1,120,105,3
s_2hMace_branch_0.png,road_tb,42,106,43.0,106.0,3,1,44,106,3
s_2hMace_branch_0.png,road_tb,80,106,81.0,106.0,3,1,82,106,3
s_2hMace_branch_0.png,road_tb,118,106,119.0,106.0,3,1,120,106,3
s_2hMace_branch_0.png,road_tb,42,107,43.0,107.0,3,1,44,107,3
s_2hMace_branch_0.png,road_tb,80,107,81.0,107.0,3,1,82,107,3
